#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikip,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wdatap1282
17_2111082,,Q2111082,Key:seasonal
17_2111762,,Q2111762,Tag:industrial=machine_shop
17_2126722,,Q2126722,Tag:cycle_highway=yes
17_2131895,,Q2131895,Tag:robot:type=lawn_mower
17_2137499,,Q2137499,Tag:basin=infiltration
17_2140665,,Q2140665,Tag:amenity=charging_station
17_2141822,,Q2141822,Tag:railway=hump_yard
17_2141946,,Q2141946,Tag:office=travel_agent
17_2143825,,Q2143825,Tag:route=hiking
17_2144320,,Q2144320,Tag:power=line
17_2144962,,Q2144962,Key:repair
17_2145163,,Q2145163,Tag:highway=trunk
17_2146388,,Q2146388,Tag:emergency=marine_refuge
17_2147761,,Q2147761,Tag:cuisine=rhenish
17_2151232,,Q2151232,Tag:locality=townland
17_2152783,,Q2152783,Tag:craft=rigger
17_2160381,,Q2160381,Key:payment:service_voucher
17_2164694,,Q2164694,Tag:barrier=cattle_grid
17_2175765,,Q2175765,Tag:railway=tram_stop
17_2181709,,Q2181709,Tag:playground=springy
17_2190251,,Q2190251,Tag:amenity=arts_centre
17_2207288,,Q2207288,Key:craft
17_2207370,,Q2207370,Tag:amenity=seat
17_2215841,,Q2215841,Tag:sport=cycling
17_2217279,,Q2217279,Tag:emergency=assembly_point
17_2221810,,Q2221810,Tag:shop=medical_supply
17_2221906,,Q2221906,Key:location
17_2235104,,Q2235104,Tag:shop=chandler|Tag:shop=ship_chandler
17_2243978,,Q2243978,Tag:shop=music
17_2244608,,Q2244608,Tag:leisure=bird_hide
17_2245442,,Q2245442,Key:pump
17_2251535,,Q2251535,Tag:service=driveway
17_2259176,,Q2259176,Tag:designation=common|Tag:leisure=common
17_2271554,,Q2271554,Key:railway:switch:heated
17_2272897,,Q2272897,Tag:denomination=alliance
17_2274762,,Q2274762,Tag:source=BAG
17_2280583,,Q2280583,Tag:sport=krachtbal
17_2281788,,Q2281788,Tag:tourism=aquarium
17_2295670,,Q2295670,Tag:vending=sweets
17_2298412,,Q2298412,Tag:generator:source=solar
17_2300314,,Q2300314,Tag:barrier=jersey_barrier
17_2301114,,Q2301114,Tag:shop=variety_store
17_2309609,,Q2309609,Tag:historic=wayside_cross
17_2310214,,Q2310214,Tag:leisure=pitch
17_2310405,,Q2310405,Tag:robot:type=toy
17_2311847,,Q2311847,Tag:bunker_type=personnel_shelter
17_2311958,,Q2311958,Tag:political_division=canton
17_2312102,,Q2312102,Tag:electrified=ground-level_power_supply
17_2319042,,Q2319042,Key:ref:vatin
17_2320005,,Q2320005,Tag:historic:civilization=greek_egyptian|Tag:historic:period=ptolemaic_egypt
17_2324919,,Q2324919,Tag:protection_title=State_Forest
17_2326366,,Q2326366,Tag:network=stadtradhamburg
17_2327632,,Q2327632,Tag:museum_type=municipal
17_2328332,,Q2328332,Tag:operator=Stadtverkehr_Lübeck
17_2334804,,Q2334804,Key:delivery
17_2351279,,Q2351279,Tag:network=nextbike
17_2355237,,Q2355237,Tag:railway=milestone
17_2360219,,Q2360219,Tag:diplomatic=permanent_mission
17_2367733,,Q2367733,Tag:aerialway=goods
17_2384319,,Q2384319,Key:tiger
17_2388316,,Q2388316,Tag:operator:type=public
17_2398990,,Q2398990,Tag:museum=technology
17_2401749,,Q2401749,Tag:office=telecommunication
17_2404218,,Q2404218,Tag:man_made=carpet_hanger
17_2416723,,Q2416723,Tag:tourism=theme_park
17_2424752,,Q2424752,Key:product
17_2431970,,Q2431970,Tag:parking=underground
17_2445527,,Q2445527,Tag:protection_title=Wilderness_Area
17_2447366,,Q2447366,Tag:sport=gaelic_games
17_2449732,,Q2449732,Key:hgv
17_2460422,,Q2460422,Tag:tourism=guest_house
17_2461128,,Q2461128,Tag:building=transformer_tower
17_2466395,,Q2466395,Tag:leisure=picnic_table
17_2471487,,Q2471487,Tag:clothes=children
17_2483038,,Q2483038,Key:fastpass
17_2483410,,Q2483410,Tag:piste:type=playground
17_2484615,,Q2484615,Key:nudism
17_2495176,,Q2495176,Tag:denomination=united_free_church_of_scotland
17_2497438,,Q2497438,Tag:historic:period=roman_greece
17_2502622,,Q2502622,Tag:bridge=yes
17_2507012,,Q2507012,Key:payment:v_pay
17_2516357,,Q2516357,Tag:museum=transport
17_2516427,,Q2516427,Tag:highway=traffic_mirror
17_2520860,,Q2520860,Tag:barrier=cable_barrier
17_2534206,,Q2534206,Tag:surface=concrete
17_2535546,,Q2535546,Tag:building:architecture=rationalism
17_2550595,,Q2550595,Key:payment:OV-Chipkaart
17_2550929,,Q2550929,Tag:tower:type=intake
17_2551526,,Q2551526,Tag:piste:difficulty=intermediate
17_2565249,,Q2565249,Tag:cuisine=westphalian
17_2586008,,Q2586008,Tag:landuse=forest
17_2595247,,Q2595247,Tag:vending=fishing_bait
17_2600188,,Q2600188,Tag:building:architecture=oldrussian
17_2610088,,Q2610088,Tag:geological=moraine
17_2630741,,Q2630741,Tag:designation=community
17_2632011,,Q2632011,Tag:shop=alcohol
17_2642279,,Q2642279,Tag:junction=jughandle
17_2655381,,Q2655381,Tag:amenity=animal_boarding
17_2659904,,Q2659904,Key:government|Tag:operator:type=government
17_2666883,,Q2666883,Key:goods
17_2673976,,Q2673976,Tag:amenity=feeding_place
17_2678675,,Q2678675,Tag:healthcare:speciality=physiatry
17_2699874,,Q2699874,Tag:healthcare:speciality=neuropsychiatry
17_2700922,,Q2700922,Tag:craft=clockmaker
17_2711949,,Q2711949,Tag:denomination=new_frontiers
17_2712955,,Q2712955,Tag:window=skylight
17_2722354,,Q2722354,Tag:highway=give_way
17_2739328,,Q2739328,Key:royal_cypher
17_2744831,,Q2744831,Tag:irrigation=pivot
17_2746282,,Q2746282,Tag:sport=horseshoes
17_2746735,,Q2746735,Key:addr:milestone
17_2771395,,Q2771395,Tag:industrial=ice_factory
17_2772772,,Q2772772,Tag:museum=military
17_2792191,,Q2792191,Key:payment:ep_geldkarte
17_2814066,,Q2814066,Tag:comedy=yes
17_2861470,,Q2861470,Tag:healthcare:speciality=emergency
17_2878124,,Q2878124,Tag:amenity=grit_bin
17_2891126,,Q2891126,Tag:kerb=flush|Tag:kerb=lowered
17_2893189,,Q2893189,Tag:shop=money_lender
17_2920296,,Q2920296,Tag:attraction=animal
17_2924561,,Q2924561,Tag:highway=motorway_link|Tag:highway=trunk_link
17_2925872,,Q2925872,Tag:shop=second_hand
17_2944640,,Q2944640,Tag:generator:source=gas|Tag:plant:source=gas
17_2962335,,Q2962335,Tag:network=Mitre
17_2962336,,Q2962336,Tag:network=Belgrano
17_2962337,,Q2962337,Tag:network=Roca
17_2962338,,Q2962338,Tag:network=San_Martín
17_2964004,,Q2964004,Tag:healthcare:speciality=thoracic_surgery
17_2979300,,Q2979300,Tag:amenity=dentist
17_2983893,,Q2983893,Tag:place=quarter
17_2993698,,Q2993698,Key:payment:visa|Key:payment:visa_electron
17_2996679,,Q2996679,Key:contact
17_3001793,,Q3001793,Key:landcover
17_3006895,,Q3006895,Tag:cuisine=bolivian
17_3033223,,Q3033223,Tag:massage=acupressure
17_3051195,,Q3051195,Tag:historic=cattle_crush
17_3062512,,Q3062512,Tag:shop=hairdresser
17_3088348,,Q3088348,Tag:shop=cheese
17_3089219,,Q3089219,Key:maritime|Tag:boundary=maritime|Tag:maritime=yes
17_3109696,,Q3109696,Tag:cuisine=steak_house
17_3126170,,Q3126170,Tag:leisure=bandstand
17_3133901,,Q3133901,Tag:shop=herbalist
17_3134674,,Q3134674,Tag:cycleway=asl
17_3151725,,Q3151725,Tag:source=ICMBio
17_3172759,,Q3172759,Tag:clothes=traditional
17_3179385,,Q3179385,Tag:artwork_type=azulejo
17_3179760,,Q3179760,Tag:surface=tarmac
17_3203939,,Q3203939,Tag:man_made=snow_fence
17_3222002,,Q3222002,Key:lanes
17_3231410,,Q3231410,Tag:shop=deli
17_3238502,,Q3238502,Tag:resource=aggregate
17_3238851,,Q3238851,Tag:route=train
17_3240003,,Q3240003,Tag:route=bus
17_3242920,,Q3242920,Tag:government=data_protection
17_3248417,,Q3248417,Tag:operator:type=private
17_3253281,,Q3253281,Tag:water=pond
17_3257686,,Q3257686,Tag:place=locality
17_3266340,,Q3266340,Tag:playground=sledding
17_3266345,,Q3266345,Tag:attraction=summer_toboggan
17_3267025,,Q3267025,Tag:shop=antiques
17_3278577,,Q3278577,Tag:traffic_calming=bump
17_3279650,,Q3279650,Key:ref:whc
17_3305213,,Q3305213,Tag:artwork_type=painting
17_3314483,,Q3314483,Key:fruit
17_3319112,,Q3319112,Tag:gauge=1668
17_3328263,,Q3328263,Tag:surface=paved
17_3329412,,Q3329412,Tag:museum=archaeological
17_3335910,,Q3335910,Key:payment:clipper
17_3336209,,Q3336209,Tag:fountain=nasone
17_3341285,,Q3341285,Tag:sport=billiards
17_3352369,,Q3352369,Key:footway|Tag:highway=footway
17_3354501,,Q3354501,Tag:healthcare=optometrist
17_3357705,,Q3357705,Tag:denomination=apostolic_faith
17_3362280,,Q3362280,Tag:traffic_sign=FR:AB2
17_3393065,,Q3393065,Tag:healthcare=podiatrist
17_3393867,,Q3393867,Tag:shop=seafood
17_3395121,,Q3395121,Tag:historic=wayside_shrine
17_3395383,,Q3395383,Tag:landuse=farmland
17_3397371,,Q3397371,Key:name:tpv
17_3400050,,Q3400050,Tag:craft=pottery
17_3406134,,Q3406134,Key:start_date
17_3414499,,Q3414499,Tag:sport=8pin
17_3434106,,Q3434106,Tag:waterway=milestone
17_3474616,,Q3474616,Tag:product=soap
17_3479990,,Q3479990,Tag:craft=locksmith|Tag:shop=locksmith
17_3491994,,Q3491994,Key:addr:subdistrict
17_3496076,,Q3496076,Key:diet:lacto_vegetarian
17_3497768,,Q3497768,Tag:natural=sand
17_3500933,,Q3500933,Tag:basin=detention
17_3503155,,Q3503155,Tag:building=riding_hall
17_3505412,,Q3505412,Tag:shop=military_surplus
17_3505712,,Q3505712,Tag:healthcare:speciality=general
17_3512784,,Q3512784,Tag:map_type=toposcope
17_3521248,,Q3521248,Key:payment:visa_debit
17_3522256,,Q3522256,Tag:garden:style=herb_garden
17_3543760,,Q3543760,Key:diet:ovo_vegetaria
17_3545481,,Q3545481,Tag:healthcare:speciality=surgical_oncology
17_3546684,,Q3546684,Tag:aerialway=mixed_lift
17_3574069,,Q3574069,Tag:shop=confectionery
17_3586152,,Q3586152,Tag:denomination=episcopal
17_3640372,,Q3640372,Tag:microbrewery=yes
17_3651087,,Q3651087,Tag:shop=footwear
17_3664857,,Q3664857,Tag:amenity=dive_centre
17_3673891,,Q3673891,Tag:healthcare:speciality=stomatology
17_3679502,,Q3679502,Tag:man_made=pipeline
17_3805008,,Q3805008,Tag:sport=paddle_tennis
17_3909778,,Q3909778,Tag:megalith_type=well
17_3916505,,Q3916505,Tag:bridge:structure=simple-suspension
17_3917681,,Q3917681,Tag:diplomatic=embassy
17_3955523,,Q3955523,Tag:nohousenumber=yes
17_3993741,,Q3993741,Tag:fountain=toret
17_4032352,,Q4032352,Tag:gauge=750
17_4043030,,Q4043030,Key:currency:LTC|Key:payment:litecoin
17_4057633,,Q4057633,Key:admin_level
17_4078911,,Q4078911,Tag:biotic_reef:type=barrier
17_4108399,,Q4108399,Key:railway:ballastless
17_4114147,,Q4114147,Tag:man_made=water_tap
17_4135668,,Q4135668,Tag:man_made=survey_point
17_4168092,,Q4168092,Tag:tunnel=culvert
17_4179400,,Q4179400,Tag:clothes=women
17_4349682,,Q4349682,Tag:playground=playhouse
17_4375404,,Q4375404,Tag:clothes=wedding
17_4378237,,Q4378237,Tag:animated=trivision_blades
17_4383682,,Q4383682,Key:interval|Relation:route|Tag:public_transport:version=2
17_4404694,,Q4404694,Tag:landuse=allotments
17_4496980,,Q4496980,Tag:man_made=tailings_pond
17_4498092,,Q4498092,Tag:industrial=bakery
17_4657754,,Q4657754,Tag:route=transhumance
17_4663385,,Q4663385,Tag:disused:railway=station|Tag:disused=station|Tag:railway=disused_station
17_4743886,,Q4743886,Tag:amenity=recycling|Tag:recycling_type=container
17_4827510,,Q4827510,Tag:man_made=snow_fence
17_4828724,,Q4828724,Tag:museum=aviation
17_4919932,,Q4919932,Tag:castle_type=stately
17_4931514,,Q4931514,Tag:amenity=boat_sharing
17_4976993,,Q4976993,Tag:boundary=civil_parish|Tag:designation=civil_parish
17_4989906,,Q4989906,Tag:historic=monument
17_4997309,,Q4997309,Tag:barrier=bump_gate
17_4998807,,Q4998807,Tag:tomb=vault
17_5003624,,Q5003624,Key:memorial|Tag:historic=memorial
17_5004679,,Q5004679,Tag:highway=path
17_5012772,,Q5012772,Key:clli
17_5037565,,Q5037565,Tag:network=Metrobus_Caracas
17_5070802,,Q5070802,Key:emergency
17_5132811,,Q5132811,Tag:sport=cliff_diving
17_5135310,,Q5135310,Tag:surveillance:type=camera
17_5148367,,Q5148367,Tag:building:architecture=colonial_revival
17_5152545,,Q5152545,Tag:landuse=retail
17_5161710,,Q5161710,Role:connection
17_5169816,,Q5169816,Tag:denomination=old_catholic
17_5195043,,Q5195043,Tag:place=borough
17_5198662,,Q5198662,Key:cycleway|Tag:highway=cycleway
17_5317260,,Q5317260,Tag:building:architecture=dutch_colonial_revival
17_5317261,,Q5317261,Tag:building:architecture=dutch_colonial
17_5350656,,Q5350656,Tag:junction=spui
17_5358217,,Q5358217,Key:payment:ebt
17_5415672,,Q5415672,Tag:denomination=evangelical_covenant
17_5415680,,Q5415680,Tag:denomination=evangelical_free_church_of_america
17_5421955,,Q5421955,Tag:natural=fell
17_5445579,,Q5445579,Tag:healthcare:speciality=fertility
17_5451647,,Q5451647,Tag:leisure=firepit
17_5487333,,Q5487333,Tag:microbrewery=yes
17_5500199,,Q5500199,Tag:amenity=give_box
17_5509335,,Q5509335,Tag:playground=funnel_ball
17_5636221,,Q5636221,Tag:power=converter
17_5640773,,Q5640773,Tag:wholesale=supermarket
17_5757358,,Q5757358,Tag:building:architecture=high_victorian_gothic
17_5762617,,Q5762617,Tag:shop=candles
17_5784097,,Q5784097,Tag:building=hut
17_5828876,,Q5828876,Key:lhv
17_5874968,,Q5874968,Tag:shop=hobby
17_5941243,,Q5941243,Tag:bridge:structure=humpback
17_5986345,,Q5986345,Tag:historic:civilization=ychsma
17_6017969,,Q6017969,Tag:tourism=viewpoint
17_6027980,,Q6027980,Key:industrial|Tag:landuse=industrial
17_6071527,,Q6071527,Tag:gauge=1600
17_6103826,,Q6103826,Tag:aerialway=j-bar
17_6138323,,Q6138323,Tag:railway=workshop
17_6172944,,Q6172944,Tag:highway=track
17_6276915,,Q6276915,Key:phone:mnemonic
17_6451172,,Q6451172,Tag:amenity=mortuary
17_6452016,,Q6452016,Key:ele:local|Key:ele:regional
17_6452193,,Q6452193,Tag:traffic_calming=island
17_6468983,,Q6468983,http://www.wikidata.org/.well-known/genid/50c18f0121b871dc06bfbfcb1aa98398
17_6473409,,Q6473409,Tag:network=PK:Punjab:LRR
17_6501028,,Q6501028,Tag:content=water|Tag:emergency=water_tank
17_6501349,,Q6501349,Tag:amenity=parking
17_6545380,,Q6545380,Tag:lifeguard=tower
17_6546242,,Q6546242,Tag:man_made=mast|Tag:tower:construction=freestanding|Tag:tower:type=lighting
17_6558431,,Q6558431,Tag:plant:source=coal
17_6586445,,Q6586445,Tag:amenity=stripclub
17_6718408,,Q6718408,Tag:network=BaltimoreLink
17_6730907,,Q6730907,Tag:aerialway=magic_carpet
17_6807178,,Q6807178,Key:language
17_6934683,,Q6934683,Tag:religion=multifaith
17_6973463,,Q6973463,Tag:source=NHD
17_7010123,,Q7010123,Tag:cuisine=new_mexican
17_7111942,,Q7111942,Tag:leisure=firepit
17_7138926,,Q7138926,Tag:amenity=parliament|Tag:building=parliament
17_7161439,,Q7161439,Tag:crossing_ref=pelican
17_7169299,,Q7169299,Tag:route=detour
17_7171565,,Q7171565,Tag:animal_shelter:adoption=yes
17_7205582,,Q7205582,Tag:clothes=oversize
17_7223116,,Q7223116,Tag:clothes=swimwear
17_7236480,,Q7236480,Tag:power=cable_distribution_cabinet
17_7245071,,Q7245071,Tag:designation=principal_area
17_7258882,,Q7258882,Tag:crossing_ref=puffin
17_7321258,,Q7321258,Tag:man_made=beacon
17_7321974,,Q7321974,Tag:man_made=cairn
17_7328304,,Q7328304,Tag:crossing_ref=zebra
17_7339573,,Q7339573,Key:verge
17_7361709,,Q7361709,Tag:shop=convenience
17_7394941,,Q7394941,Key:payment:sube
17_7406919,,Q7406919,Key:service
17_7419624,,Q7419624,Tag:building=semi|Tag:building=semidetached_house
17_7489542,,Q7489542,Tag:highway=living_street
17_7493941,,Q7493941,Tag:amenity=shelter
17_7500021,,Q7500021,Tag:shop=shoes
17_7504315,,Q7504315,Tag:natural=shrubbery
17_7540841,,Q7540841,Tag:highway=motorway_link|Tag:highway=primary_link|Tag:highway=secondary_link|Tag:highway=tertiary_link|Tag:highway=trunk_link
17_7578390,,Q7578390,Tag:fountain=splash_pad|Tag:playground=splash_pad
17_7617920,,Q7617920,Tag:amenity=watering_place
17_7623056,,Q7623056,Key:embedded|Key:embedded_rails
17_7638033,,Q7638033,Tag:barrier=sump_buster
17_7638154,,Q7638154,Key:payment:sunpass
17_7673914,,Q7673914,Tag:shop=equestrian
17_7677913,,Q7677913,Tag:takeaway=only
17_7777019,,Q7777019,Tag:landuse=meadow
17_7777573,,Q7777573,Key:theatre:genre
17_7814330,,Q7814330,Key:bridge
17_7828547,,Q7828547,Tag:crossing_ref=toucan
17_7831510,,Q7831510,Tag:gauge=1432
17_7832815,,Q7832815,Tag:highway=trailhead
17_7834360,,Q7834360,Tag:government=transportation
17_7843791,,Q7843791,Tag:diplomatic=consulate
17_7851317,,Q7851317,Tag:building:architecture=tudor_revival
17_7862905,,Q7862905,Key:payment:u-key
17_7882923,,Q7882923,Tag:junction=uncontrolled
17_7890846,,Q7890846,Tag:cycle_network=US:US
17_7925010,,Q7925010,Tag:boundary=vice_county
17_7927919,,Q7927919,Tag:shop=video_games
17_7930746,,Q7930746,Tag:man_made=village_sign
17_7937337,,Q7937337,Tag:building:architecture=mediterranean_revival
17_7940971,,Q7940971,Tag:school:type=voluntary_aided
17_7969298,,Q7969298,Tag:shop=wholesale
17_8001184,,Q8001184,Tag:protection_title=Wilderness Study Area
17_8253692,,Q8253692,Tag:service=siding
17_8463304,,Q8463304,Tag:fast_food=cafeteria
17_8536775,,Q8536775,Tag:amenity=social_center|Tag:amenity=social_centre
17_8719053,,Q8719053,Tag:amenity=music_venue
17_9053464,,Q9053464,Tag:clothes=costumes
17_9096832,,Q9096832,Tag:geological=palaeontological_site
17_9392675,,Q9392675,Key:loading_gauge
17_10262188,,Q10262188,Tag:cuisine=mineira
17_10265187,,Q10265187,Tag:source=DNIT
17_10283556,,Q10283556,Tag:railway=depot
17_10333872,,Q10333872,Tag:museum=language
17_10351025,,Q10351025,Tag:source=pmsp
17_10373548,,Q10373548,Tag:distillery=whisky
17_10373565,,Q10373565,Tag:man_made=water_works
17_10397058,,Q10397058,Tag:gauge=1093
17_10397424,,Q10397424,Tag:gauge=900
17_10431511,,Q10431511,Tag:shop=florist
17_10464329,,Q10464329,Key:monitoring:bicycle
17_10480676,,Q10480676,Key:organic
17_10480682,,Q10480682,Tag:building=farm_auxiliary
17_10500999,,Q10500999,Tag:amenity=prison_camp
17_10505824,,Q10505824,Tag:embankment=yes
17_10522713,,Q10522713,Tag:clothes=men
17_10553309,,Q10553309,Tag:government=legislative
17_10565770,,Q10565770,Tag:tower:type=ventilation
17_10624527,,Q10624527,Tag:museum=person
17_10676739,,Q10676739,Tag:gauge=600
17_10729054,,Q10729054,Tag:listed_status=Category_A
17_10729125,,Q10729125,Tag:listed_status=Category_B
17_10729142,,Q10729142,Tag:listed_status=Category_C
17_10862618,,Q10862618,Tag:natural=saddle
17_10863852,,Q10863852,Key:payment:ipass
17_10876842,,Q10876842,Tag:cuisine=chinese
17_10883023,,Q10883023,Tag:oneway=no
17_10924220,,Q10924220,Tag:building:architecture=late_gothic
17_10929058,,Q10929058,Key:model
17_10971470,,Q10971470,Tag:historic=bailey
17_10983451,,Q10983451,Tag:government=audit
17_11111030,,Q11111030,Tag:bridge=boardwalk
17_11166728,,Q11166728,Tag:communication:television=yes|Tag:man_made=tower|Tag:tower:type=communication
17_11202882,,Q11202882,Key:payment:ep_monedero
17_11262318,,Q11262318,Tag:cuisine=kyo_ryouri
17_11284331,,Q11284331,Tag:shop=anime
17_11412052,,Q11412052,Tag:amenity=weighbridge
17_11456201,,Q11456201,Tag:religion=fujiko
17_11569986,,Q11569986,Tag:craft=printmaker
17_11588306,,Q11588306,Tag:government=social_services
17_11663772,,Q11663772,electrified=no
17_11682820,,Q11682820,Tag:denomination=christ_scientist
17_11725702,,Q11725702,Tag:landuse=hop_garden
17_11734477,,Q11734477,Tag:memorial=stone
17_11755880,,Q11755880,Tag:building=residential
17_11762416,,Q11762416,Tag:healthcare=speech_therapist
17_11865729,,Q11865729,Tag:healthcare:speciality=podiatry
17_11875349,,Q11875349,Tag:leisure=playground
17_11928176,,Q11928176,Tag:sport=pelota
17_11945119,,Q11945119,Key:parking_space=disabled|Tag:amenity=parking_space
17_11946202,,Q11946202,Tag:zoo=butterfly
17_11997323,,Q11997323,Tag:amenity=lifeboat_station
17_12014035,,Q12014035,Key:hiking
17_12018455,,Q12018455,Tag:landuse=greenfield
17_12020836,,Q12020836,Tag:building:material=timber_framing
17_12037720,,Q12037720,Tag:highway=mini_roundabout
17_12042092,,Q12042092,Tag:amenity=funeral_hall
17_12054233,,Q12054233,Key:crossing:signals
17_12059912,,Q12059912,Tag:information=map
17_12060881,,Q12060881,Tag:historic:civilization=imperial_chinese
17_12069738,,Q12069738,Tag:building:architecture=spanish_colonial
17_12072818,,Q12072818,Tag:ramp:wheelchair=yes
17_12104567,,Q12104567,Tag:landuse=residential
17_12104949,,Q12104949,Tag:railway=spur
17_12334006,,Q12334006,Key:coach
17_12377751,,Q12377751,Key:construction|Key:construction:building|Tag:building=construction
17_12720942,,Q12720942,Tag:building:architecture=art_deco
17_12819564,,Q12819564,Tag:public_transport=station
17_12896105,,Q12896105,Key:lunch
17_13100073,,Q13100073,Tag:china_class=cun|Tag:china_class=village
17_13107184,,Q13107184,Tag:amenity=pharmacy
17_13138621,,Q13138621,Tag:government=water
17_13164546,,Q13164546,Tag:shop=butcher
17_13196750,,Q13196750,Key:left
17_13218805,,Q13218805,Tag:building=parking|Tag:parking=multi-storey
17_13218963,,Q13218963,Tag:gauge=762
17_13222303,,Q13222303,Tag:highway=milestone
17_13226383,,Q13226383,Key:amenity
17_13397636,,Q13397636,Tag:support=street_furniture
17_13402009,,Q13402009,Tag:building=apartments
17_13414953,,Q13414953,Key:denomination
17_13440111,,Q13440111,Tag:piste:difficulty=easy
17_13479982,,Q13479982,Key:payment:cryptocurrencies
17_13557414,,Q13557414,Key:recording
17_13580385,,Q13580385,Key:marker
17_13586568,,Q13586568,Tag:junction=ddi
17_13634881,,Q13634881,Tag:highway=footway
17_14085739,,Q14085739,Tag:sport=sailing
17_14253958,,Q14253958,Key:drive_through
17_14300548,,Q14300548,Tag:sport=skating
17_14545608,,Q14545608,Tag:protect_class=1a
17_14545620,,Q14545620,Tag:protect_class=1|Tag:protect_class=1b
17_14545628,,Q14545628,Tag:iucn_level=II|Tag:protect_class=2
17_14545633,,Q14545633,Tag:iucn_level=III|Tag:protect_class=3
17_14545639,,Q14545639,Tag:protect_class=4
17_14545646,,Q14545646,Tag:protect_class=5
17_14545652,,Q14545652,Tag:protect_class=6
17_14565197,,Q14565197,Key:position
17_14565199,,Q14565199,Key:right
17_14875255,,Q14875255,Tag:expressway=yes
17_14905968,,Q14905968,Tag:railway:switch=double_slip
17_14907058,,Q14907058,Tag:rack=riggenbach
17_14907203,,Q14907203,Tag:rack=strub
17_14907212,,Q14907212,Tag:rack=abt
17_15075508,,Q15075508,Key:brewery
17_15079663,,Q15079663,Tag:route=subway
17_15145883,,Q15145883,Key:payment:troika
17_15155713,,Q15155713,Tag:historic:period=hellenistic_greece
17_15239622,,Q15239622,Key:disputed|Tag:boundary=disputed
17_15242449,,Q15242449,Tag:man_made=wastewater_plant
17_15284879,,Q15284879,Tag:craft=plasterer
17_15301073,,Q15301073,Tag:sauna=hanjeungmak
17_15377916,,Q15377916,Key:currency:DOGE|Key:payment:dogecoin
17_15640053,,Q15640053,Tag:railway=tram
17_15645384,,Q15645384,Tag:crop=wheat
17_15700818,,Q15700818,Tag:listed_status=Grade_I
17_15700831,,Q15700831,Tag:listed_status=Grade_II*
17_15700834,,Q15700834,Tag:listed_status=Grade_II
17_15807769,,Q15807769,Tag:railway:signal_box=electronic
17_15812085,,Q15812085,Tag:protection_title=Gesamtanlage
17_15906149,,Q15906149,Tag:office=association
17_15911738,,Q15911738,Tag:plant:source=hydro
17_15930902,,Q15930902,Tag:barrier=sally_port
17_15968492,,Q15968492,Tag:created_by=gnome-maps_3.33.3
17_16040822,,Q16040822,Key:crossing|Tag:footway=crossing|Tag:highway=crossing
17_16050852,,Q16050852,Tag:religion=Gonabadi_Dervish
17_16237489,,Q16237489,Tag:leaf_type=needleleaved
17_16243822,,Q16243822,Tag:amenity=bicycle_parking
17_16262180,,Q16262180,Tag:healthcare:speciality=behavior
17_16668826,,Q16668826,Tag:shop=stationery
17_16686448,,Q16686448,Key:man_made
17_16735822,,Q16735822,Tag:museum=history
17_16748868,,Q16748868,Tag:barrier=city_wall|Tag:historic=citywalls
17_16831578,,Q16831578,Tag:vending=drinks
17_16868432,,Q16868432,Tag:carpenter=cabinetmaker
17_16886316,,Q16886316,Tag:location=indoor
17_16938806,,Q16938806,Key:forwards
17_16938807,,Q16938807,Key:backward
17_16980762,,Q16980762,Key:guidepost
17_16980934,,Q16980934,Tag:cuisine=fish_and_chips
17_17005322,,Q17005322,Tag:amenity=bts
17_17009758,,Q17009758,Tag:shop=dairy
17_17012219,,Q17012219,Tag:building:architecture=neo_futurism
17_17015069,,Q17015069,Tag:leisure=escape_game
17_17044308,,Q17044308,Tag:megalith_type=chamber
17_17144502,,Q17144502,Tag:aerialway=t-bar
17_17148672,,Q17148672,Tag:club=social
17_17152912,,Q17152912,Tag:clothes=babies
17_17155155,,Q17155155,Tag:landform=raised_beach
17_17166756,,Q17166756,Tag:political_division=congressional_district
17_17172602,,Q17172602,Tag:man_made=cross
17_17431399,,Q17431399,Tag:museum_type=national
17_17489160,,Q17489160,Tag:artwork_type=bust|Tag:memorial=bust
17_17505024,,Q17505024,Tag:government=aerospace
17_17591173,,Q17591173,Key:payment:postfinance_card
17_17592629,,Q17592629,Tag:aeroway=stopway
17_17644823,,Q17644823,Key:bridge:structure
17_17749859,,Q17749859,Key:payment:bankaxept
17_18010990,,Q18010990,Key:payment:apple_pay
17_18396676,,Q18396676,Tag:cuisine=frozen_yogurt
17_18411786,,Q18411786,Tag:information=visitor_centre
17_18414273,,Q18414273,Tag:diplomatic=high_commission
17_18500556,,Q18500556,Tag:healthcare:speciality=biology
17_18516630,,Q18516630,Tag:network=DLR
17_18544844,,Q18544844,Key:ski:nordic
17_18674739,,Q18674739,Tag:amenity=events_venue
17_18681579,,Q18681579,Tag:railway:station_category=1
17_18681660,,Q18681660,Tag:railway:station_category=2
17_18681688,,Q18681688,Tag:railway:station_category=3
17_18681690,,Q18681690,Tag:railway:station_category=4
17_18681691,,Q18681691,Tag:railway:station_category=5
17_18681692,,Q18681692,Tag:railway:station_category=6
17_18681693,,Q18681693,Tag:railway:station_category=7
17_18691599,,Q18691599,Key:military
17_18699055,,Q18699055,Key:repeat_on
17_18704634,,Q18704634,Tag:museum=railway
17_18760388,,Q18760388,Tag:building=retail
