OBJECTID *,Shape *,admin0Name_en,admin0Name_pt,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_pt,admin0AltName2_pt,date,validOn,validTo,Shape_Length,Shape_Area
1,Polygon,Mozambique,Moçambique,MZ,Mocambique,<Null>,<Null>,<Null>,<Null>,02/04/2019,07/06/2019,<Null>,"96,656088","67,039658"
